Book_Name,Author,Release_Date,Narrator,Rating,No_of_Ratings,Regular_Price,Language,Book_Audio_Length
Best of Faiz (Hindi Edition),Kuldip Salil,"Release Date:
                                    20-01-22",Prakil Singh,4.5 out of 5 stars,9 ratings,,"['Language:', 'Hindi']",Length: 2 hrs and 17 mins
It Happens for a Reason,Preeti Shenoy,"Release Date:
                                    01-01-17",Meetu Chilana,4.5 out of 5 stars,53 ratings,₹248.00,"['Language:', 'English']",Length: 7 hrs and 42 mins
"Mightier than the Sword: Clifton Chronicles, Book 5",Jeffrey Archer,"Release Date:
                                    26-02-15",Alex Jennings,4.5 out of 5 stars,36 ratings,₹323.00,"['Language:', 'English']",Length: 12 hrs and 55 mins
On the Double,Tanushree Podder,"Release Date:
                                    17-03-20",Tavish Bhattacharya,4.5 out of 5 stars,39 ratings,,"['Language:', 'English']",Length: 7 hrs and 10 mins
Lessons,Ian McEwan,"Release Date:
                                    13-09-22",Simon McBurney,5 out of 5 stars,1 rating,"₹1,093.00","['Language:', 'English']",Length: 17 hrs and 34 mins
SpecOps,Craig Alanson,"Release Date:
                                    07-03-17",R.C. Bray,4.5 out of 5 stars,12 ratings,"₹1,340.00","['Language:', 'English']",Length: 15 hrs and 50 mins
Malibu Rising,Taylor Jenkins Reid,"Release Date:
                                    27-05-21",Julia Whelan,4 out of 5 stars,153 ratings,₹888.00,"['Language:', 'English']",Length: 11 hrs and 6 mins
Kashi,Vineet Bajpai,"Release Date:
                                    11-12-18",Neel Chaudhuri,4.5 out of 5 stars,89 ratings,₹284.00,"['Language:', 'English']",Length: 9 hrs and 47 mins
Evil Under the Sun,Agatha Christie,"Release Date:
                                    03-07-12",David Suchet,4.5 out of 5 stars,7 ratings,"₹1,238.00","['Language:', 'English']",Length: 6 hrs and 25 mins
The Seven Deaths of Evelyn Hardcastle,Stuart Turton,"Release Date:
                                    08-02-18",Jot Davies,4.5 out of 5 stars,295 ratings,₹721.00,"['Language:', 'English']",Length: 16 hrs and 41 mins
Ulysses,James Joyce,"Release Date:
                                    23-07-08",Jim Norton,5 out of 5 stars,6 ratings,"₹1,338.00","['Language:', 'English']",Length: 27 hrs and 16 mins
How I Braved Anu Aunty and Co-Founded a Million Dollar Company,Varun Agarwal,"Release Date:
                                    01-01-17",Avinash Kumar Singh,4.5 out of 5 stars,32 ratings,₹195.00,"['Language:', 'English']",Length: 5 hrs and 39 mins
Eye of the Needle,Ken Follett,"Release Date:
                                    23-08-18",Samuel West,4.5 out of 5 stars,35 ratings,₹323.00,"['Language:', 'English']",Length: 11 hrs and 1 min
The Unbearable Lightness of Being,Milan Kundera,"Release Date:
                                    07-09-12",Richmond Hoxie,4.5 out of 5 stars,55 ratings,₹569.00,"['Language:', 'English']",Length: 9 hrs and 36 mins
New Spring,Robert Jordan,"Release Date:
                                    28-12-03",Kate Reading,4.5 out of 5 stars,22 ratings,₹181.00,"['Language:', 'English']",Length: 12 hrs and 38 mins
Kurukshetra (Hindi Edition),Dinkar,"Release Date:
                                    24-05-19",Neeraj Yadav,5 out of 5 stars,46 ratings,₹159.00,"['Language:', 'Hindi']",Length: 2 hrs and 40 mins
Ruskin Bond: The Essential Collection for Young Readers,Ruskin Bond,"Release Date:
                                    01-02-17",Manisha Sethi,5 out of 5 stars,11 ratings,₹227.00,"['Language:', 'English']",Length: 6 hrs and 38 mins
The Leo Tolstoy BBC Radio Drama Collection,Leo Tolstoy,"Release Date:
                                    06-01-22",Simon Russell Beale,5 out of 5 stars,3 ratings,"₹1,093.00","['Language:', 'English']",Length: 18 hrs and 35 mins
Red Rising,Pierce Brown,"Release Date:
                                    28-01-14",Tim Gerard Reynolds,4.5 out of 5 stars,92 ratings,"₹1,172.00","['Language:', 'English']",Length: 16 hrs and 12 mins
Plato's Republic,Plato,"Release Date:
                                    01-04-16",Ray Childs,4.5 out of 5 stars,6 ratings,₹836.00,"['Language:', 'English']",Length: 11 hrs and 46 mins
On Meditation,Sri M.,"Release Date:
                                    13-04-20",Rajiv Dadia,4.5 out of 5 stars,79 ratings,₹879.00,"['Language:', 'English']",Length: 5 hrs and 41 mins
The Sicilian,Mario Puzo,"Release Date:
                                    17-09-15",Larry Brandenburg,4.5 out of 5 stars,13 ratings,₹721.00,"['Language:', 'English']",Length: 10 hrs and 49 mins
How to Stop Time,Matt Haig,"Release Date:
                                    06-07-17",Mark Meadows,4 out of 5 stars,17 ratings,₹683.00,"['Language:', 'English']",Length: 10 hrs and 37 mins
Everyday Ayurveda,Bhaswati Bhattacharya,"Release Date:
                                    19-11-19",Monaz Ranina,4.5 out of 5 stars,33 ratings,₹879.00,"['Language:', 'English']",Length: 10 hrs and 19 mins
Sahir Ludhiyanvi,Sahir Ludhiyanvi,"Release Date:
                                    19-09-19",Manish Singhal,5 out of 5 stars,19 ratings,,"['Language:', 'Hindi']",Length: 2 hrs and 33 mins
"Thiruvarangan Ula, Part 1",Sri Venugopalan,"Release Date:
                                    06-09-21",Bombay kannan,5 out of 5 stars,8 ratings,₹118.00,"['Language:', 'tamil']",Length: 7 hrs and 59 mins
Reasons to Stay Alive,Matt Haig,"Release Date:
                                    05-03-15",Matt Haig,4 out of 5 stars,144 ratings,₹683.00,"['Language:', 'English']",Length: 4 hrs and 26 mins
Gaban [Embezzlement],Munshi Premchand,"Release Date:
                                    21-02-22",Sameer Goswami,4.5 out of 5 stars,20 ratings,,"['Language:', 'Hindi']",Length: 11 hrs and 36 mins
Thrawn (Star Wars),Timothy Zahn,"Release Date:
                                    11-04-17",Marc Thompson,5 out of 5 stars,21 ratings,"₹1,256.00","['Language:', 'English']",Length: 16 hrs and 56 mins
Draupadi (Hindi Edition),Pratibha Rai,"Release Date:
                                    09-09-20",Rupa Bhimani,4.5 out of 5 stars,20 ratings,"₹1,003.00","['Language:', 'Hindi']",Length: 15 hrs and 40 mins
Why We Love the Way We Do,Preeti Shenoy,"Release Date:
                                    27-01-17",Bhavnisha Parmar,4 out of 5 stars,10 ratings,₹244.00,"['Language:', 'English']",Length: 6 hrs and 19 mins
Bleak House,Charles Dickens,"Release Date:
                                    17-04-18",Miriam Margolyes,3 out of 5 stars,2 ratings,"₹1,518.00","['Language:', 'English']",Length: 43 hrs and 12 mins
War and Peace,Leo Tolstoy,"Release Date:
                                    04-11-21",Thandiwe Newton,5 out of 5 stars,3 ratings,"₹1,518.00","['Language:', 'English']",Length: 60 hrs and 14 mins
The Curious Incident of the Dog in the Night-Time (Unabridged),Mark Haddon,"Release Date:
                                    26-09-05",Ben Tibber,4 out of 5 stars,59 ratings,₹820.00,"['Language:', 'English']",Length: 5 hrs and 59 mins
The Zahir,Paulo Coelho,"Release Date:
                                    16-01-09",Derek Jacobi,4.5 out of 5 stars,12 ratings,₹322.00,"['Language:', 'English']",Length: 5 hrs and 16 mins
"Best Kept Secret: Clifton Chronicles, Book 3",Jeffrey Archer,"Release Date:
                                    14-03-13",Alex Jennings,4.5 out of 5 stars,43 ratings,₹323.00,"['Language:', 'English']",Length: 11 hrs and 15 mins
Oleander Girl,Chitra Banerjee Divakaruni,"Release Date:
                                    24-02-21",Nandita Dubey,4 out of 5 stars,4 ratings,₹879.00,"['Language:', 'English']",Length: 12 hrs and 6 mins
Democrats and Dissenters,Ramachandra Guha,"Release Date:
                                    13-03-19",Pradeep Kumar,4.5 out of 5 stars,48 ratings,"₹1,131.00","['Language:', 'English']",Length: 12 hrs and 7 mins
Cryptonomicon,Neal Stephenson,"Release Date:
                                    08-08-20",William Dufris,5 out of 5 stars,2 ratings,"₹1,338.00","['Language:', 'English']",Length: 42 hrs and 44 mins
21 Kahaniyan Manto [21 Manto Stories],Saadat Hasan Manto,"Release Date:
                                    19-07-21",Vikas Pareek,4.5 out of 5 stars,29 ratings,,"['Language:', 'Hindi']",Length: 6 hrs and 44 mins
O. Henry: Complete Short Stories Collection,O. Henry,"Release Date:
                                    02-05-12",Bob Thomley,5 out of 5 stars,5 ratings,₹305.00,"['Language:', 'English']",Length: 14 hrs and 40 mins
Mostly Harmless,Douglas Adams,"Release Date:
                                    14-12-12",Martin Freeman,4.5 out of 5 stars,49 ratings,₹323.00,"['Language:', 'English']",Length: 6 hrs and 32 mins
Kashi,Vineet Bajpai,"Release Date:
                                    14-04-20",Sandeep Bhatt,4.5 out of 5 stars,28 ratings,₹246.00,"['Language:', 'Hindi']",Length: 10 hrs and 44 mins
Oliver Twist,Charles Dickens,"Release Date:
                                    25-01-06",Martin Jarvis,4.5 out of 5 stars,9 ratings,₹797.00,"['Language:', 'English']",Length: 16 hrs and 17 mins
"The Essential Rumi, New Expanded Edition",Jalal ad-Din Muhammad Rumi,"Release Date:
                                    03-07-18",Robertson Dean,4.5 out of 5 stars,23 ratings,₹820.00,"['Language:', 'English']",Length: 9 hrs and 24 mins
The Brothers Karamazov,Fyodor Dostoevsky,"Release Date:
                                    08-10-09",Frederick Davidson,4 out of 5 stars,2 ratings,"₹1,054.00","['Language:', 'English']",Length: 34 hrs and 52 mins
No Longer Human,Osamu Dazai,"Release Date:
                                    20-12-16",David Shih,4.5 out of 5 stars,22 ratings,₹586.00,"['Language:', 'English']",Length: 4 hrs and 13 mins
The Trial,Franz Kafka,"Release Date:
                                    26-09-19",Kobna Holdbrook-Smith,4 out of 5 stars,14 ratings,₹888.00,"['Language:', 'English']",Length: 8 hrs and 7 mins
My Man Jeeves,P. G. Wodehouse,"Release Date:
                                    21-02-06",Simon Prebble,4 out of 5 stars,6 ratings,₹585.00,"['Language:', 'English']",Length: 5 hrs and 5 mins
The Bastard of Istanbul,Elif Shafak,"Release Date:
                                    06-06-19",Alix Dunmore,4.5 out of 5 stars,172 ratings,₹820.00,"['Language:', 'English']",Length: 11 hrs and 4 mins
Fallen Leaves,Will Durant,"Release Date:
                                    09-12-14",Grover Gardner,4 out of 5 stars,9 ratings,₹702.00,"['Language:', 'English']",Length: 5 hrs and 18 mins
101 Panchatantra Stories,Om Books International,"Release Date:
                                    03-04-18",Vivek Madan,3.5 out of 5 stars,19 ratings,₹410.00,"['Language:', 'English']",Length: 2 hrs and 26 mins
"Dont Lose Out, Work Out!",Rujuta Diwekar,"Release Date:
                                    01-01-17",Farah Bala,4.5 out of 5 stars,71 ratings,₹284.00,"['Language:', 'English']",Length: 7 hrs and 54 mins
"Only Time Will Tell: Clifton Chronicles, Book 1",Jeffrey Archer,"Release Date:
                                    11-05-11",Roger Allam,4.5 out of 5 stars,8 ratings,₹323.00,"['Language:', 'English']",Length: 7 hrs and 45 mins
A Fine Balance,Rohinton Mistry,"Release Date:
                                    19-06-18",Vikas Adam,4.5 out of 5 stars,120 ratings,"₹1,673.00","['Language:', 'English']",Length: 25 hrs and 49 mins
World War Z,Max Brooks,"Release Date:
                                    13-11-12",Christopher Ragland,4.5 out of 5 stars,78 ratings,₹721.00,"['Language:', 'English']",Length: 13 hrs and 56 mins
Never Let Me Go,Kazuo Ishiguro,"Release Date:
                                    03-07-14",Kerry Fox,4.5 out of 5 stars,61 ratings,₹531.00,"['Language:', 'English']",Length: 9 hrs and 26 mins
The Haunted,Bentley Little,"Release Date:
                                    03-04-12",Dan Butler,4.5 out of 5 stars,7 ratings,₹702.00,"['Language:', 'English']",Length: 11 hrs and 49 mins
The Museum of Innocence,Orhan Pamuk,"Release Date:
                                    15-08-13",John Lee,4.5 out of 5 stars,7 ratings,₹683.00,"['Language:', 'English']",Length: 20 hrs and 33 mins
Chandrakanta (Hindi Edition),Devki Nandan Khatri,"Release Date:
                                    19-07-21",Manish Singhal,4.5 out of 5 stars,27 ratings,,"['Language:', 'Hindi']",Length: 12 hrs and 41 mins
The Duchess Deal,Tessa Dare,"Release Date:
                                    22-02-18",Mary Jane Wells,4.5 out of 5 stars,17 ratings,₹456.00,"['Language:', 'English']",Length: 7 hrs and 56 mins
The Story of a New Name,Elena Ferrante,"Release Date:
                                    21-04-15",Hillary Huber,5 out of 5 stars,9 ratings,₹937.00,"['Language:', 'English']",Length: 19 hrs and 4 mins
Istanbul,Orhan Pamuk,"Release Date:
                                    15-08-13",John Lee,4.5 out of 5 stars,4 ratings,₹569.00,"['Language:', 'English']",Length: 9 hrs and 46 mins
Valkyrie,Craig Alanson,"Release Date:
                                    04-02-20",R.C. Bray,5 out of 5 stars,9 ratings,"₹1,507.00","['Language:', 'English']",Length: 19 hrs and 45 mins
"Thiruvarangan Ula, Part 4 (Tamil Edition)",Sri Venugopalan,"Release Date:
                                    18-07-22",Bombay Kannan,5 out of 5 stars,4 ratings,₹118.00,"['Language:', 'tamil']",Length: 6 hrs and 55 mins
A Breath of Snow and Ashes: International Edition,Diana Gabaldon,"Release Date:
                                    12-10-20",Geraldine James,5 out of 5 stars,9 ratings,"₹1,407.00","['Language:', 'English']",Length: 57 hrs and 48 mins
Bombay Balchão,Jane Borges,"Release Date:
                                    13-05-21",Meher Acharia Dar,4 out of 5 stars,31 ratings,₹668.00,"['Language:', 'English']",Length: 7 hrs and 42 mins
Three Men in a Boat,Jerome K. Jerome,"Release Date:
                                    24-01-08",Ian Carmichael,4.5 out of 5 stars,9 ratings,₹512.00,"['Language:', 'English']",Length: 5 hrs and 53 mins
Something Fresh,P. G. Wodehouse,"Release Date:
                                    04-12-06",Frederick Davidson,4.5 out of 5 stars,23 ratings,₹702.00,"['Language:', 'English']",Length: 7 hrs and 15 mins
Layla,Colleen Hoover,"Release Date:
                                    08-12-20",Brian Pallino,4 out of 5 stars,20 ratings,₹844.00,"['Language:', 'English']",Length: 8 hrs and 10 mins
The Brothers Karamazov [Naxos AudioBooks Edition],Constance Garnett - translator,"Release Date:
                                    30-12-12",Constantine Gregory,4.5 out of 5 stars,44 ratings,"₹1,970.00","['Language:', 'English']",Length: 37 hrs and 4 mins
Veronika Decides to Die,Paulo Coelho,"Release Date:
                                    31-03-09",Fran Tunno,4.5 out of 5 stars,34 ratings,"₹1,238.00","['Language:', 'English']",Length: 5 hrs and 30 mins
Syahhashiye Aur Anya Kahaniyan [Syllabus and Other Stories],Saadat Hasan Manto,"Release Date:
                                    24-12-18",Errol Rodrigues,4.5 out of 5 stars,27 ratings,,"['Language:', 'Hindi']",Length: 6 hrs and 59 mins
The Dutch House,Ann Patchett,"Release Date:
                                    24-09-19",Tom Hanks,4.5 out of 5 stars,418 ratings,₹721.00,"['Language:', 'English']",Length: 9 hrs and 53 mins
A Room with a View,E. M. Forster,"Release Date:
                                    19-07-18",Rebecca Hall,4.5 out of 5 stars,16 ratings,₹668.00,"['Language:', 'English']",Length: 7 hrs and 32 mins
Sadie,Courtney Summers,"Release Date:
                                    04-09-18",Rebecca Soler,4.5 out of 5 stars,117 ratings,₹134.00,"['Language:', 'English']",Length: 7 hrs and 57 mins
Sherlock Holmes and the Miskatonic Monstrosities,James Lovegrove,"Release Date:
                                    17-12-19",Dennis Kleinman,4.5 out of 5 stars,2 ratings,₹820.00,"['Language:', 'English']",Length: 10 hrs and 26 mins
Edge of Eternity,Ken Follett,"Release Date:
                                    16-09-14",John Lee,5 out of 5 stars,21 ratings,₹323.00,"['Language:', 'English']",Length: 36 hrs and 51 mins
The Shadow of the Gods,John Gwynne,"Release Date:
                                    05-05-21",Colin Mace,4.5 out of 5 stars,11 ratings,₹500.00,"['Language:', 'English']",Length: 18 hrs and 14 mins
The Devil Wears Prada,Lauren Weisberger,"Release Date:
                                    16-01-06",Laurel Lefkow,4 out of 5 stars,11 ratings,₹748.00,"['Language:', 'English']",Length: 13 hrs and 26 mins
Station Eleven,Emily St. John Mandel,"Release Date:
                                    10-09-14",Jack Hawkins,4.5 out of 5 stars,29 ratings,₹721.00,"['Language:', 'English']",Length: 10 hrs and 9 mins
The Girl Who Played With Fire,Stieg Larsson,"Release Date:
                                    08-07-09",Saul Reichlin,4.5 out of 5 stars,86 ratings,₹949.00,"['Language:', 'English']",Length: 20 hrs and 49 mins
The Sherlock Holmes Collection,Arthur Conan Doyle,"Release Date:
                                    11-07-19",Stephen Scalon,4.5 out of 5 stars,13 ratings,₹99.00,"['Language:', 'English']",Length: 67 hrs and 44 mins
Reminiscences of a Stock Operator,Edwin Lefevre,"Release Date:
                                    02-06-21",John Roberts,5 out of 5 stars,2 ratings,"₹1,852.00","['Language:', 'English']",Length: 12 hrs and 12 mins
Connect the Dots,Rashmi Bansal,"Release Date:
                                    20-01-17",Manisha Sethi,4.5 out of 5 stars,19 ratings,₹372.00,"['Language:', 'English']",Length: 10 hrs and 2 mins
"The Sea of Monsters: Percy Jackson, Book 2",Rick Riordan,"Release Date:
                                    15-01-10",Jesse Bernstein,4.5 out of 5 stars,147 ratings,₹820.00,"['Language:', 'English']",Length: 7 hrs and 55 mins
Lovecraft Country,Matt Ruff,"Release Date:
                                    07-02-19",Kevin Kenerly,5 out of 5 stars,4 ratings,₹323.00,"['Language:', 'English']",Length: 12 hrs and 13 mins
Animal Farm,George Orwell,"Release Date:
                                    21-05-21",Benjamin May,4.5 out of 5 stars,43 ratings,₹32.00,"['Language:', 'English']",Length: 3 hrs and 25 mins
The Under Dog and Other Stories,Agatha Christie,"Release Date:
                                    14-08-12",David Suchet,4.5 out of 5 stars,10 ratings,"₹1,238.00","['Language:', 'English']",Length: 5 hrs and 54 mins
Cursed (Hindi Edition),Anusree Neogi,"Release Date:
                                    11-02-22",Mahjabeen Ali,3.5 out of 5 stars,83 ratings,,"['Language:', 'Hindi']",Length: 9 hrs and 47 mins
The Witching Hour,Anne Rice,"Release Date:
                                    13-10-15",Kate Reading,4.5 out of 5 stars,3 ratings,"₹2,261.00","['Language:', 'English']",Length: 50 hrs and 1 min
She Who Became the Sun,Shelley Parker-Chan,"Release Date:
                                    22-07-21",Natalie Naudus,4 out of 5 stars,18 ratings,₹323.00,"['Language:', 'English']",Length: 14 hrs and 36 mins
Fahrenheit 451,Ray Bradbury,"Release Date:
                                    21-10-14",Tim Robbins,4.5 out of 5 stars,126 ratings,₹668.00,"['Language:', 'English']",Length: 5 hrs and 1 min
The Devil and the Dark Water,Stuart Turton,"Release Date:
                                    01-10-20",Julian Rhind-Tutt,4 out of 5 stars,25 ratings,₹645.00,"['Language:', 'English']",Length: 15 hrs and 11 mins
Aab-e-Gum (Urdu Edition),Mushtaq Ahmed Yusufi,"Release Date:
                                    03-02-21",Fawad Khan,4.5 out of 5 stars,5 ratings,₹938.00,"['Language:', 'urdu']",Length: 15 hrs and 14 mins
Star Wars: Darth Plagueis,James Luceno,"Release Date:
                                    10-01-12",Daniel Davis,4.5 out of 5 stars,22 ratings,"₹1,131.00","['Language:', 'English']",Length: 14 hrs and 45 mins
The Power,Naomi Alderman,"Release Date:
                                    27-10-16",Adjoa Andoh,4 out of 5 stars,4 ratings,₹721.00,"['Language:', 'English']",Length: 12 hrs and 4 mins
One Day in December,Josie Silver,"Release Date:
                                    23-08-18",Eleanor Tomlinson,4 out of 5 stars,53 ratings,₹820.00,"['Language:', 'English']",Length: 10 hrs and 27 mins
Musashi,Eiji Yoshikawa,"Release Date:
                                    28-08-18",Brian Nishii,5 out of 5 stars,43 ratings,"₹1,758.00","['Language:', 'English']",Length: 53 hrs and 24 mins
He Who Fights with Monsters 7,Shirtaloon,"Release Date:
                                    13-09-22",Heath Miller,5 out of 5 stars,4 ratings,"₹2,010.00","['Language:', 'English']",Length: 18 hrs and 39 mins
The Lord Of The Rings: The Return of the King (Dramatised),J. R. R. Tolkien,"Release Date:
                                    06-09-07",Ian Holm,5 out of 5 stars,30 ratings,₹615.00,"['Language:', 'English']",Length: 3 hrs and 10 mins
First Among Equals,Jeffrey Archer,"Release Date:
                                    14-08-14",John Lee,4 out of 5 stars,5 ratings,₹323.00,"['Language:', 'English']",Length: 13 hrs and 26 mins
Addicted to You,Krista Ritchie,"Release Date:
                                    13-01-15",Erin Mallon,4.5 out of 5 stars,3 ratings,₹836.00,"['Language:', 'English']",Length: 12 hrs and 3 mins
Crazy Rich Asians,Kevin Kwan,"Release Date:
                                    05-12-13",Lynn Chen,4 out of 5 stars,24 ratings,₹721.00,"['Language:', 'English']",Length: 13 hrs and 53 mins
My Name Is Red,Orhan Pamuk,"Release Date:
                                    06-09-12",John Lee,4.5 out of 5 stars,24 ratings,"₹1,138.00","['Language:', 'English']",Length: 20 hrs and 23 mins
One Last Time,Corinne Michaels,"Release Date:
                                    26-02-18",Andi Arndt,4.5 out of 5 stars,49 ratings,₹668.00,"['Language:', 'English']",Length: 9 hrs and 4 mins
Dirk Gently's Holistic Detective Agency,Douglas Adams,"Release Date:
                                    14-10-21",Stephen Mangan,4 out of 5 stars,6 ratings,₹323.00,"['Language:', 'English']",Length: 7 hrs and 58 mins
The Priory of the Orange Tree,Samantha Shannon,"Release Date:
                                    26-02-19",Liyah Summers,4 out of 5 stars,34 ratings,"₹1,138.00","['Language:', 'English']",Length: 25 hrs and 52 mins
The Devil and Miss Prym,Paulo Coelho,"Release Date:
                                    07-07-06",Linda Emond,4.5 out of 5 stars,14 ratings,"₹1,069.00","['Language:', 'English']",Length: 4 hrs and 30 mins
Rage of Angels,Sidney Sheldon,"Release Date:
                                    16-12-99",Lorelei King,4.5 out of 5 stars,52 ratings,₹836.00,"['Language:', 'English']",Length: 13 hrs and 18 mins
Aawara Masiha,Vishnu Prabhakar,"Release Date:
                                    08-04-19",Abhishek Sharma,4.5 out of 5 stars,7 ratings,₹284.00,"['Language:', 'Hindi']",Length: 22 hrs and 47 mins
A Gentleman in Moscow,Amor Towles,"Release Date:
                                    18-10-18",Nicholas Guy Smith,5 out of 5 stars,380 ratings,₹873.00,"['Language:', 'English']",Length: 17 hrs and 52 mins
Forward,Veronica Roth,"Release Date:
                                    08-10-19",Evan Rachel Wood,3.5 out of 5 stars,6 ratings,₹636.00,"['Language:', 'English']",Length: 8 hrs and 24 mins
The Lowland,Jhumpa Lahiri,"Release Date:
                                    14-10-13",Sunil Malhotra,4.5 out of 5 stars,55 ratings,₹836.00,"['Language:', 'English']",Length: 13 hrs and 3 mins
Behind Her Eyes,Sarah Pinborough,"Release Date:
                                    26-01-17",Anna Bentinck,4.5 out of 5 stars,17 ratings,₹491.00,"['Language:', 'English']",Length: 11 hrs and 55 mins
Gaban [Embezzlement],Premchand,"Release Date:
                                    14-10-21",Abhishek Sharma,5 out of 5 stars,44 ratings,,"['Language:', 'Hindi']",Length: 12 hrs and 25 mins
The House of Silk: A Sherlock Holmes Novel,Anthony Horowitz,"Release Date:
                                    14-09-18",Derek Jacobi,4.5 out of 5 stars,16 ratings,₹500.00,"['Language:', 'English']",Length: 10 hrs and 23 mins
Persuasion,Jane Austen,"Release Date:
                                    31-12-06",Juliet Stevenson,4.5 out of 5 stars,26 ratings,₹836.00,"['Language:', 'English']",Length: 8 hrs and 43 mins
Be Careful What You Wish For,Jeffrey Archer,"Release Date:
                                    13-03-14",Alex Jennings,4.5 out of 5 stars,49 ratings,₹323.00,"['Language:', 'English']",Length: 11 hrs and 39 mins
Atonement,Ian McEwan,"Release Date:
                                    13-11-14",Carole Boyd,4.5 out of 5 stars,7 ratings,₹820.00,"['Language:', 'English']",Length: 12 hrs and 26 mins
Piranesi,Susanna Clarke,"Release Date:
                                    15-09-20",Chiwetel Ejiofor,4.5 out of 5 stars,99 ratings,₹569.00,"['Language:', 'English']",Length: 6 hrs and 58 mins
Waking Gods,Sylvain Neuvel,"Release Date:
                                    06-04-17",Andy Secombe,4.5 out of 5 stars,49 ratings,₹820.00,"['Language:', 'English']",Length: 9 hrs and 8 mins
The Chekhov Collection of Short Stories,Anton Chekhov,"Release Date:
                                    11-06-20",Richard Armitage,4.5 out of 5 stars,13 ratings,₹569.00,"['Language:', 'English']",Length: 6 hrs and 50 mins
Bridgerton: It's in His Kiss,Julia Quinn,"Release Date:
                                    24-06-21",Rosalyn Landor,4.5 out of 5 stars,6 ratings,₹621.00,"['Language:', 'English']",Length: 11 hrs and 11 mins
War and Peace,Leo Tolstoy,"Release Date:
                                    06-04-17",Paterson Joseph,4.5 out of 5 stars,12 ratings,₹820.00,"['Language:', 'English']",Length: 9 hrs and 38 mins
Anand Math (Hindi Edition),Bankim Chandra Chatterjee,"Release Date:
                                    21-02-22",Sameer Goswami,4.5 out of 5 stars,6 ratings,,"['Language:', 'Hindi']",Length: 5 hrs and 22 mins
The Last Hours: Chain of Gold,Cassandra Clare,"Release Date:
                                    03-03-20",Finty Williams,5 out of 5 stars,17 ratings,₹914.00,"['Language:', 'English']",Length: 21 hrs and 20 mins
A Bit of Fry & Laurie,Stephen Fry,"Release Date:
                                    15-04-21",Hugh Laurie,5 out of 5 stars,2 ratings,₹888.00,"['Language:', 'English']",Length: 11 hrs and 34 mins
Zorba the Greek,Nikos Kazantzakis,"Release Date:
                                    27-07-11",George Guidall,5 out of 5 stars,15 ratings,₹938.00,"['Language:', 'English']",Length: 12 hrs and 35 mins
An Ember in the Ashes,Sabaa Tahir,"Release Date:
                                    04-06-15",Aysha Kala,4.5 out of 5 stars,24 ratings,₹552.00,"['Language:', 'English']",Length: 13 hrs and 56 mins
BBC Radio Shakespeare: A Collection of Eight Comedies,William Shakespeare,"Release Date:
                                    20-08-20",Anne-Marie Duff,3 out of 5 stars,1 rating,"₹1,093.00","['Language:', 'English']",Length: 16 hrs and 28 mins
Diary of a Void,Emi Yagi,"Release Date:
                                    11-08-22",Nancy Wu,4 out of 5 stars,3 ratings,₹615.00,"['Language:', 'English']",Length: 4 hrs and 38 mins
The Tattooist of Auschwitz,Heather Morris,"Release Date:
                                    20-02-18",Richard Armitage,4.5 out of 5 stars,201 ratings,"₹1,328.00","['Language:', 'English']",Length: 7 hrs and 26 mins
The Observer Effect,Nick Jones,"Release Date:
                                    15-03-22",Ray Porter,4.5 out of 5 stars,11 ratings,"₹1,101.00","['Language:', 'English']",Length: 12 hrs and 4 mins
Naan Krishna Devarayan - Part 1,Ra. Ki. Rangarajan,"Release Date:
                                    29-12-20",Bombay Kannan,4.5 out of 5 stars,21 ratings,₹118.00,"['Language:', 'tamil']",Length: 8 hrs and 36 mins
A Fallen Empire Omnibus,Lindsay Buroker,"Release Date:
                                    15-08-17",Kate Reading,5 out of 5 stars,4 ratings,"₹1,340.00","['Language:', 'English']",Length: 27 hrs and 26 mins
Kafka on the Shore,Haruki Murakami,"Release Date:
                                    29-10-20",Sean Barrett,4.5 out of 5 stars,301 ratings,"₹1,093.00","['Language:', 'English']",Length: 19 hrs and 8 mins
The Martian,Andy Weir,"Release Date:
                                    01-01-20",Wil Wheaton,5 out of 5 stars,343 ratings,"₹1,171.00","['Language:', 'English']",Length: 10 hrs and 59 mins
A Psalm for the Wild-Built,Becky Chambers,"Release Date:
                                    13-07-21",Em Grosland,4.5 out of 5 stars,12 ratings,₹74.00,"['Language:', 'English']",Length: 4 hrs and 8 mins
Reaper Man,Terry Pratchett,"Release Date:
                                    27-10-22",Sian Clifford,,Not rated yet,"₹1,093.00","['Language:', 'English']",Length: 8 hrs and 54 mins
The Magic Mountain,Thomas Mann,"Release Date:
                                    14-05-20",David Rintoul,5 out of 5 stars,11 ratings,"₹1,530.00","['Language:', 'English']",Length: 37 hrs and 27 mins
No Orchids for Miss Blandish,James Hadley Chase,"Release Date:
                                    11-07-11",Jeff Harding,5 out of 5 stars,5 ratings,₹569.00,"['Language:', 'English']",Length: 6 hrs and 40 mins
Five Little Pigs,Agatha Christie,"Release Date:
                                    03-07-12",Hugh Fraser,4.5 out of 5 stars,19 ratings,"₹1,238.00","['Language:', 'English']",Length: 6 hrs and 40 mins
Within a Budding Grove,Marcel Proust,"Release Date:
                                    06-07-09",John Rowe,5 out of 5 stars,2 ratings,₹987.00,"['Language:', 'English']",Length: 23 hrs and 2 mins
Gai-Jin,James Clavell,"Release Date:
                                    15-05-15",John Lee,4.5 out of 5 stars,8 ratings,"₹1,003.00","['Language:', 'English']",Length: 50 hrs and 17 mins
